unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
106,texture,cobwebbed,0.014999188373718482,red-c,21004512.0,1865812.0,107318.0,0.0047145794364768867,ceiling,12122565.0,834694.0,70016.0,0.0054329696429251777,screen,677188.0,290257.0,3726.0,0.0038662722225046922,auditorium-s,489216.0,460020.0,4774.0,0.0050547295709091515,cobwebbed,1505280.0,314306.0,26889.0,0.014999188373718482
88,object,windowpane,0.014825579697888861,white-c,72511065.0,2049334.0,304820.0,0.0041050114227780786,windowpane,8841352.0,1064875.0,144720.0,0.014825579697888861,pane,480756.0,385913.0,9074.0,0.010580751986660369,kitchen-s,9006592.0,748163.0,50589.0,0.0052131218695145986,grid,1682240.0,133009.0,25121.0,0.01403307472985172
104,object,painting,0.014737929359690439,pink-c,18491188.0,2088574.0,107876.0,0.0052694705314400439,painting,2207098.0,960238.0,46002.0,0.014737929359690439,wheel,1513439.0,527941.0,20726.0,0.010257075184568957,game_room-s,1367296.0,514928.0,5995.0,0.0031952389607025583,paisley,1555456.0,252202.0,24415.0,0.013691347729950433
21,texture,chequered,0.014551307356832683,white-c,72511065.0,2126914.0,415641.0,0.0055999448575710454,windowpane,8841352.0,1008677.0,39566.0,0.0040330410501522715,screen,677188.0,479550.0,3912.0,0.0033934002182462921,kitchen-s,9006592.0,561344.0,31971.0,0.0033526758959371182,chequered,1530368.0,201814.0,24844.0,0.014551307356832683
99,texture,perforated,0.013635513499031993,grey-c,159331282.0,2047170.0,470010.0,0.0029209778813220999,painting,2207098.0,950538.0,17905.0,0.0057027178442993999,eye,110350.0,416046.0,4992.0,0.0095741497955520068,kitchen-s,9006592.0,574806.0,35630.0,0.0037325440970281281,perforated,1793792.0,211473.0,26975.0,0.013635513499031993
119,texture,polka-dotted,0.013586864672163579,red-c,21004512.0,2025346.0,85389.0,0.0037215504965488633,pole,439586.0,1053324.0,12308.0,0.0083128349144469607,leg,2786636.0,478396.0,30602.0,0.009461327034438834,building_facade-s,3148544.0,594918.0,15533.0,0.0041666566074622128,polka-dotted,1705984.0,333146.0,27334.0,0.013586864672163579
87,texture,chequered,0.01310248705354927,black-c,139916835.0,2260142.0,465108.0,0.0032820680672837645,chair,4633108.0,957799.0,28239.0,0.005076520834966243,wheel,1513439.0,471195.0,10025.0,0.0050769544755442722,bathroom-s,9257472.0,495923.0,31349.0,0.0032245270182840115,chequered,1530368.0,245395.0,22966.0,0.01310248705354927
108,object,sky,0.012738259547655053,blue-c,61494563.0,2529575.0,728698.0,0.011512646092672711,sky,36622673.0,1399396.0,478243.0,0.012738259547655053,screen,677188.0,524904.0,10357.0,0.0086906904639034686,lighthouse-s,589568.0,739058.0,7183.0,0.0054357244315494501,chequered,1530368.0,320134.0,20100.0,0.010981194295023717
10,texture,perforated,0.012603762811887355,orange-c,30348501.0,1842264.0,98993.0,0.0030846847596947904,person,14523849.0,756202.0,75737.0,0.0049812836014831051,arm,2299112.0,392238.0,15766.0,0.0058925453284217576,anechoic_chamber-s,137984.0,415618.0,2243.0,0.0040681298391791907,perforated,1793792.0,235069.0,25253.0,0.012603762811887355
19,texture,zigzagged,0.01243902653434914,pink-c,18491188.0,2433799.0,76659.0,0.0036769855117398382,table,4805122.0,1097983.0,37493.0,0.0063920013802481312,wheel,1513439.0,499307.0,15333.0,0.007676429461508461,conference_room-s,2308096.0,545455.0,10939.0,0.0038482212838051762,zigzagged,1618176.0,339712.0,24055.0,0.01243902653434914
20,color,red-c,0.012239497188223619,red-c,21004512.0,2217828.0,280793.0,0.012239497188223619,person,14523849.0,1127072.0,79695.0,0.005118094105114138,hand,398768.0,518972.0,5912.0,0.0064836789394491058,kitchen-s,9006592.0,661905.0,43355.0,0.0045043491306413974,paisley,1555456.0,226360.0,9633.0,0.0054356688897252712
54,object,painting,0.01174657427566236,black-c,139916835.0,2140258.0,463442.0,0.0032730422354883696,painting,2207098.0,1073295.0,38086.0,0.01174657427566236,wheel,1513439.0,558845.0,14154.0,0.0068771166058509423,dining_room-s,5694976.0,679229.0,28845.0,0.0045458413707023717,zigzagged,1618176.0,132087.0,7006.0,0.0040189140212831499
85,object,sky,0.011608265601613699,blue-c,61494563.0,2141541.0,380260.0,0.0060114603798504373,sky,36622673.0,1279438.0,434929.0,0.011608265601613699,cloud,129326.0,346831.0,2851.0,0.0060235872775751828,lighthouse-s,589568.0,699979.0,7020.0,0.0054735689774952105,chequered,1530368.0,196839.0,8256.0,0.0048029292283491504
6,color,green-c,0.011492623504682902,green-c,63326720.0,2326961.0,745960.0,0.011492623504682902,plant,3760075.0,1232597.0,41416.0,0.0083647462381262454,screen,677188.0,493069.0,4625.0,0.003967804590127931,moon_bounce-s,137984.0,629111.0,4862.0,0.006378627007752222,bubbly,1517824.0,440695.0,18814.0,0.0096994130550779635
57,texture,honeycombed,0.01148409107236901,yellow-c,34166024.0,1203922.0,68330.0,0.0019356054408387424,ceiling,12122565.0,507320.0,53263.0,0.0042350799761653006,shade,197478.0,202295.0,1125.0,0.0028220384900965252,game_room-s,1367296.0,296899.0,4548.0,0.0027403417714730906,honeycombed,1555456.0,148129.0,19342.0,0.01148409107236901
50,texture,chequered,0.01140981537916926,white-c,72511065.0,2205605.0,416285.0,0.0056027300531484459,table,4805122.0,1025650.0,22610.0,0.0038927977559854565,screen,677188.0,411700.0,3066.0,0.0028236672309089337,game_room-s,1367296.0,602495.0,7605.0,0.0038757793603664483,chequered,1530368.0,149610.0,18952.0,0.01140981537916926
64,texture,chequered,0.011314905768526498,black-c,139916835.0,1936021.0,1482135.0,0.010558719008075765,car,5354795.0,906466.0,34048.0,0.0054676144850031626,wheel,1513439.0,411554.0,10023.0,0.0052340245539094611,airport_terminal-s,1480192.0,458736.0,6819.0,0.0035293039885430895,chequered,1530368.0,228700.0,19681.0,0.011314905768526498
32,texture,perforated,0.011146083030685587,purple-c,10857154.0,2104075.0,46886.0,0.003630536992861348,painting,2207098.0,1085734.0,16095.0,0.0049118986357464759,wheel,1513439.0,433243.0,7913.0,0.0040814558103621423,street-s,28111104.0,645467.0,119291.0,0.0041655841616242886,perforated,1793792.0,319112.0,23291.0,0.011146083030685587
24,texture,dotted,0.010779202720992786,red-c,21004512.0,2423284.0,86626.0,0.0037112963917404311,person,14523849.0,1036520.0,122447.0,0.0079315726559571944,wheel,1513439.0,622072.0,19487.0,0.0092092528251097334,bathroom-s,9257472.0,491238.0,32179.0,0.0033117786584533101,dotted,2935296.0,314065.0,34652.0,0.010779202720992786
127,object,painting,0.01038658421371774,brown-c,182265724.0,2237375.0,586597.0,0.0031894745366568573,painting,2207098.0,993836.0,32905.0,0.01038658421371774,frame,136341.0,492643.0,3758.0,0.00601062655743683,game_room-s,1367296.0,637918.0,9730.0,0.0048760100306492063,paisley,1555456.0,143377.0,7131.0,0.0042152814148118285
1,part,hand,0.010325454996799016,pink-c,18491188.0,1789316.0,115903.0,0.0057478449486801156,person,14523849.0,839176.0,77550.0,0.005073443906715362,hand,398768.0,374525.0,7903.0,0.010325454996799016,living_room-s,9621248.0,466893.0,30385.0,0.0030210516142964695,stratified,1568000.0,171909.0,7565.0,0.0043669155779683484
125,texture,zigzagged,0.01025791229881449,white-c,72511065.0,2227264.0,224421.0,0.0030118001595084774,car,5354795.0,1102811.0,32813.0,0.005107246256805472,hair,989801.0,472482.0,10418.0,0.0071755982822094338,game_room-s,1367296.0,587468.0,7355.0,0.0037768131912710684,zigzagged,1618176.0,254727.0,19017.0,0.01025791229881449
70,texture,spiralled,0.010100317940256783,black-c,139916835.0,2224335.0,510812.0,0.0036066561379446628,track,493725.0,1017248.0,8617.0,0.0057356578600544746,wheel,1513439.0,435906.0,17688.0,0.0091569051855479519,staircase-s,865536.0,539371.0,7837.0,0.0056095972284853296,spiralled,1605632.0,281196.0,18867.0,0.010100317940256783
124,texture,zigzagged,0.0099438294112105096,white-c,72511065.0,2093560.0,341835.0,0.0046030454821317651,person,14523849.0,978502.0,93360.0,0.0060588003458500296,arm,2299112.0,498631.0,17287.0,0.0062173255034426011,auditorium-s,489216.0,492425.0,2766.0,0.0028256927595453961,zigzagged,1618176.0,247063.0,18365.0,0.0099438294112105096
122,color,yellow-c,0.0099246473223648397,yellow-c,34166024.0,1873133.0,354161.0,0.0099246473223648397,lamp,593361.0,927613.0,6246.0,0.0041235126042431383,shade,197478.0,358273.0,2193.0,0.0039616444889243761,game_room-s,1367296.0,528448.0,6116.0,0.0032366158841846118,paisley,1555456.0,241091.0,11277.0,0.0063166915928683058
107,color,red-c,0.0099184497636450319,red-c,21004512.0,2026144.0,226185.0,0.0099184497636450319,person,14523849.0,978897.0,101643.0,0.0065997221108124527,hand,398768.0,504517.0,6968.0,0.0077740353022423972,bakery-shop-s,715008.0,545067.0,4934.0,0.0039310324497407066,smeared,1869056.0,190294.0,8699.0,0.0042420675190463905
